account_value,date,daily_return
1004520.1223388854,2024-07-05,
1003154.4320537044,2024-07-08,-0.0013595449755662292
1002482.8305398648,2024-07-09,-0.00066948965421465
1013664.3670064786,2024-07-10,0.011153843363673532
1010426.4452548306,2024-07-11,-0.0031942740191313046
1015019.897845773,2024-07-12,0.0045460534138968
1023741.5571246427,2024-07-15,0.008592599314929616
1039578.3850589078,2024-07-16,0.015469556573189935
1048364.8307681363,2024-07-17,0.008451931894227105
1036075.9102664273,2024-07-18,-0.011721988511103398
1023047.477092294,2024-07-19,-0.012574786311538744
1026176.2327075284,2024-07-22,0.0030582702027934783
1025802.8700061124,2024-07-23,-0.00036383877302526013
1011949.382335214,2024-07-24,-0.013505019410616326
1009044.6300998013,2024-07-25,-0.00287045210572634
1034285.1914477628,2024-07-26,0.02501431611153304
1033250.9109884732,2024-07-29,-0.0009999954247066345
1034627.9889166349,2024-07-30,0.0013327623653816012
1033676.8768656248,2024-07-31,-0.0009192792590175802
1025566.5766420835,2024-08-01,-0.007846069119910926
1015954.2779480871,2024-08-02,-0.009372671568011692
1014938.3667892889,2024-08-05,-0.0009999575579817677
1016738.9263687567,2024-08-06,0.0017740580496170555
1015021.4089271978,2024-08-07,-0.0016892413549001173
1024940.5959625676,2024-08-08,0.009772391939844471
1026325.7339937261,2024-08-09,0.0013514324992245363
1024070.8930818608,2024-08-12,-0.0021970031902941445
1034590.2790376714,2024-08-13,0.010272126692472794
1044086.3079683355,2024-08-14,0.009178540648474787
1053446.794189649,2024-08-15,0.008965241809872904
1054903.2102357915,2024-08-16,0.0013825245415104437
1059493.598800855,2024-08-19,0.0043514784299854
1059341.6364442876,2024-08-20,-0.00014342923519250483
1056830.1103517583,2024-08-21,-0.0023708367594794666
1054592.6148073247,2024-08-22,-0.0021171761880335316
1064585.486892896,2024-08-23,0.009475575634859679
1067166.4084474614,2024-08-26,0.002424344109835719
1067710.2756044439,2024-08-27,0.0005096366908452499
1065574.6093904546,2024-08-28,-0.0020002300837465015
1075029.465835767,2024-08-29,0.00887301214010816
1080104.832672315,2024-08-30,0.004721142068977668
1070432.123321729,2024-09-03,-0.008955343090776169
1074477.2431337407,2024-09-04,0.0037789596592627817
1069496.9036409429,2024-09-05,-0.004635127942098194
1061150.1542665532,2024-09-06,-0.007804369835924141
1071637.2093812993,2024-09-09,0.009882724958933498
1068857.8503572515,2024-09-10,-0.002593563381074193
1067808.7088472417,2024-09-11,-0.000981553823699799
1073254.3757021,2024-09-12,0.005099852445235475
1083740.466995435,2024-09-13,0.009770369011051327
1092396.1556703618,2024-09-16,0.007986864880042521
1091031.2345277837,2024-09-17,-0.001249474501986425
1086715.9018861821,2024-09-18,-0.003955278735415235
1093483.505340772,2024-09-19,0.006227573777878304
1091829.7856599858,2024-09-20,-0.0015123407648208742
1091410.6444856694,2024-09-23,-0.00038388875246064824
1083795.8873445562,2024-09-24,-0.006976986324612744
1079878.387436109,2024-09-25,-0.003614610420829001
1082799.5474855474,2024-09-26,0.0027050824272667473
1087931.8602754644,2024-09-27,0.004739854945299049
1088319.8010713628,2024-09-30,0.0003565855639158233
1083507.1071016362,2024-10-01,-0.0044221321389069645
1085064.8156282476,2024-10-02,0.0014376541846394808
